Standort,Raum,ap,apmodel,status,Institut,address,category,extra,latlng,geocoding,location
"LMU, FCP-A, Genzentrum, Molekularbiologie und BiochemieFeodor-Lynen-Str. 2581375 München",4.55,apa02-4ia,Alcatel-Lucent -> OAW-AP325,2019-10-16 14:46:00,LMU,"Feodor-Lynen-Str. 25, 81375 München",office,-,"(-,-)","(48.112729, 11.46494)","(48.112729, 11.46494)"
"LMU, FCP-A, Genzentrum, Molekularbiologie und BiochemieFeodor-Lynen-Str. 2581375 München","LMU Grossh., Genzentrum, 1.OG, Galerie 01.63",apa01-1ia,Alcatel-Lucent -> OAW-AP135,2019-10-16 14:41:00,LMU,"Feodor-Lynen-Str. 25, 81375 München",office,-,"(-,-)","(48.112729, 11.46494)","(48.112729, 11.46494)"
"LMU, FCP-A, Genzentrum, Molekularbiologie und BiochemieFeodor-Lynen-Str. 2581375 München",A3.051,apa02-3ia,Alcatel-Lucent -> OAW-AP325,2019-10-16 14:46:00,LMU,"Feodor-Lynen-Str. 25, 81375 München",office,-,"(-,-)","(48.112729, 11.46494)","(48.112729, 11.46494)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",1204,apa01-1mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",CRC Innenhof,apa02-0mf,Alcatel-Lucent -> OAW-AP275,2019-09-17 09:30:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",5216,apa02-5mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2002,apa02-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",CRC Innenhof,apa03-0mf,Alcatel-Lucent -> OAW-AP275,2019-09-17 09:30:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3043,apa17-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4014,apa04-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:35:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2036,apa15-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3032,apa13-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2027,apa10-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2042,apa17-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3016,apa07-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-05 12:29:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3019,apa08-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2005,apa03-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4008,apa02-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:35:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3021,apa09-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3028,apa11-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4030,apa10-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4024,apa07-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-05 12:25:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2038,apa16-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",1219,apa03-1mf,Alcatel-Lucent -> OAW-AP135,2019-08-05 12:29:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3028,apa10-3mf,Alcatel-Lucent -> OAW-AP135,2019-09-17 09:25:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",CRC Innenhof,apa01-0mf,Alcatel-Lucent -> OAW-AP275,2019-09-17 09:30:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3008,apa04-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4043,apa15-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2015,apa07-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3012,apa05-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-05 12:25:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2034,apa14-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3006,apa03-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2027,apa11-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3002,apa01-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4006,apa01-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3035,apa14-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:35:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",CRC Innenhof,apa04-0mf,Alcatel-Lucent -> OAW-AP275,2019-09-17 09:30:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3037,apa15-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:35:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4045,apa16-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4028,apa08-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4032,apa11-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3039,apa16-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:35:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2029,apa12-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2013,apa06-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2031,apa13-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2007,apa04-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2011,apa05-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-05 12:25:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3045,apa18-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4012,apa03-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",1210,apa02-1mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3003,apa02-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4046,apa17-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4019,apa06-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",5207,apa01-5mf,Alcatel-Lucent -> OAW-AP135,2019-09-17 09:30:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4046,apa18-4mf,Alcatel-Lucent -> OAW-AP135,2019-09-17 09:30:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2044,apa18-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:35:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2002,apa01-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4028,apa09-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2016,apa08-2mf,Alcatel-Lucent -> OAW-AP135,2019-09-17 09:25:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4016,apa05-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3030,apa12-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4039,apa14-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4037,apa13-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 3014,apa06-3mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 2020,apa09-2mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching",Raum 4035,apa12-4mf,Alcatel-Lucent -> OAW-AP135,2019-08-02 23:39:00,TUM,"Ernst-Otto-Fischer-Straße 1, 85748 Garching",office,5410,"('-', '-')","(48.26925, 11.67123)","(48.26925, 11.67123)"
"TUM, Geb. 4384, Aufbereitungshalle für GemüseAm Staudengarten85354 Freising","H15.002, GemÃ¼seaufbereitung, EG, HSWT Geb. 438",apa01-0jk,Alcatel-Lucent -> OAW-AP325,2019-10-16 13:51:00,TUM,"Am Staudengarten, 85354 Freising",office,-,"('-', '-')","(48.40106, 11.72998)","(48.40106, 11.72998)"
"TUM, Geb. 4384, Aufbereitungshalle für GemüseAm Staudengarten85354 Freising","H15.005, Gewaechshaus, EG, HSWTGeb. 4384",apa02-0jk,Alcatel-Lucent -> OAW-AP365,2019-10-16 13:59:00,TUM,"Am Staudengarten, 85354 Freising",office,-,"('-', '-')","(48.40106, 11.72998)","(48.40106, 11.72998)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.0.011, EG, Dachauerstr. 100b, HM",apa06-0rt,Alcatel-Lucent -> OAW-AP325,2019-08-20 14:29:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München",T 4.019,apa04-4rt,Alcatel-Lucent -> OAW-AP215,2019-08-02 22:29:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.0.010, EG, Dachauerstr. 100b, HM",apa01-0rt,Alcatel-Lucent -> OAW-AP325,2019-08-20 14:29:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.2.019, 2.OG, Dachauerstr. 100b, HM",apa05-2rt,Alcatel-Lucent -> OAW-AP325,2019-08-07 14:39:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.0.013, EG, Dachauerstr. 100b, HM",apa02-0rt,Alcatel-Lucent -> OAW-AP325,2019-08-20 13:59:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.4.010, 4.OG, Dachauerstr. 100b, HM",apa01-4rt,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:27:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.3.020, 3.OG, Dachauerstr. 100b, HM",apa05-3rt,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.3.015, 3.OG, Dachauerstr. 100b, HM",apa03-3rt,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.3.025, 3.OG, Dachauerstr. 100b, HM",apa06-3rt,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
