Standort,Raum,ap,apmodel,status,Institut,address,category,extra,latlng,geocoding,location
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.1.018, 1.OG, Dachauerstr. 100b, HM",apa05-1rt,Alcatel-Lucent -> OAW-AP325,2019-09-03 11:39:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.2.020, 2.OG, Dachauerstr. 100b, HM",apa07-2rt,Alcatel-Lucent -> OAW-AP325,2019-08-07 14:39:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.1.015, 1.OG, Dachauerstr. 100b, HM",apa03-1rt,Alcatel-Lucent -> OAW-AP325,2019-09-03 11:19:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.2.022 2.OG, Dachauerstr. 100b, HM",apa06-2rt,Alcatel-Lucent -> OAW-AP325,2019-08-07 14:49:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.2.015, 2.OG, Dachauerstr. 100b, HM",apa03-2rt,Alcatel-Lucent -> OAW-AP325,2019-08-07 14:25:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.2.017, 2.OG, Dachauerstr. 100b, HM",apa04-2rt,Alcatel-Lucent -> OAW-AP325,2019-08-07 14:29:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.3.013, 3.OG, Dachauerstr. 100b, HM",apa02-3rt,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.0.022, EG, Dachauerstr. 100b, HM",apa05-0rt,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.0.020, EG, Dachauerstr. 100b, HM",apa04-0rt,Alcatel-Lucent -> OAW-AP325,2019-08-20 13:35:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.2.009, 2.OG, Dachauerstr. 100b, HM",apa01-2rt,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:29:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.2.013, 2.OG, Dachauerstr. 100b, HM",apa02-2rt,Alcatel-Lucent -> OAW-AP325,2019-08-07 14:19:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.3.023, 3.OG, Dachauerstr. 100b, HM",apa07-3rt,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.0.003, EG, Dachauerstr. 100b, HM",apa03-0rt,Alcatel-Lucent -> OAW-AP303h,2019-09-03 09:40:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.1.016, 1.OG, Dachauerstr. 100b, HM",apa04-1rt,Alcatel-Lucent -> OAW-AP325,2019-09-03 11:49:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München",T 4.027,apa06-4rt,Alcatel-Lucent -> OAW-AP215,2019-08-02 22:20:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München",T.1.013,apa08-1rt,Alcatel-Lucent -> OAW-AP365,2019-08-02 22:20:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.3.017, 3.OG, Dachauerstr. 100b, HM",apa04-3rt,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.4.006, 4.OG, Dachauerstr. 100b, HM",apa03-4rt,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:27:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.3.010, 3.OG, Dachauerstr. 100b, HM",apa01-3rt,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:27:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München",T 4.032,apa07-4rt,Alcatel-Lucent -> OAW-AP215,2019-08-02 22:29:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München",T 3.022 EDV Schulung,apa08-3rt,Alcatel-Lucent -> OAW-AP325,2019-08-02 22:29:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.5.006, 5.OG, Dachauerstr. 100b, HM",apa02-5rt,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:22:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.4.014, 4.OG, Dachauerstr. 100b, HM",apa02-4rt,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:29:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München",T 4.023,apa05-4rt,Alcatel-Lucent -> OAW-AP215,2019-09-18 10:45:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.1.021, 1.OG, Dachauerstr. 100b, HM",apa07-1rt,Alcatel-Lucent -> OAW-AP325,2019-08-07 15:09:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.1.012, 1.OG, Dachauerstr. 100b, HM",apa02-1rt,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:22:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.5.010, 5.OG, Dachauerstr. 100b, HM",apa01-5rt,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:27:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.1.023, 1.OG, Dachauerstr. 100b, HM",apa06-1rt,Alcatel-Lucent -> OAW-AP325,2019-09-03 11:29:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München","T.1.009, 1.OG, Dachauerstr. 100b, HM",apa01-1rt,Alcatel-Lucent -> OAW-AP325,2019-09-03 10:10:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude T, NeubauDachauer Str. 100a80335 München",T 3.016 EDV Schulung,apa09-3rt,Alcatel-Lucent -> OAW-AP325,2019-08-02 22:29:00,HM,"NeubauDachauer Str. 100a, 80335 München",office,-,"(-,-)","(48.146263122558594, 11.554064750671387)","(48.146263122558594, 11.554064750671387)"
"HM, Gebäude DFerdinand Miller Platz80335 München","D 0.014, Labor, HM",apa03-0rd,Alcatel-Lucent -> OAW-AP325,2019-07-30 12:22:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","HM Lothstr. 34, Bau D, 3.OG, Raum D306",apa02-3rd,Alcatel-Lucent -> OAW-AP135,2019-07-30 11:51:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München",D3.03,apa06-3rd,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:30:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","Treppenhaus D 222, 2.OG, Lothstr. 34, HM",apa01-2rd,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","D0.006, Labor HM",apa02-0rd,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:30:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","HM Lothstr. 34, Bau D, 1.OG, Raum D1.008",apa02-1rd,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:39:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München",D401,apa01-4rd,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:39:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","D212, Hoersaal",apa03-2rd,Alcatel-Lucent -> OAW-AP135,2019-07-30 11:51:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","D8, EG, Ferdinand Miller Platz, HM",apa04-0rd,Alcatel-Lucent -> OAW-AP325,2019-09-20 15:35:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München",HÃ¶rsaal D4,apa01-0rd,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:30:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München",D.1.05a,apa05-1rd,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","HM, Bau D, 1.OG, Raum D1.007",apa01-1rd,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","HM Lothstr. 34, Bau D, 3.OG, Raum D3.007",apa03-3rd,Alcatel-Lucent -> OAW-AP135,2019-07-30 11:51:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München",D304,apa07-3rd,Alcatel-Lucent -> OAW-AP135,2019-08-27 14:05:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München",D122 Lernzentrum,apa04-1rd,Alcatel-Lucent -> OAW-AP325,2019-09-17 19:49:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","HM, Bau D, 3.OG, Raum D3.009",apa05-3rd,Alcatel-Lucent -> OAW-AP135,2019-07-30 11:51:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","HM Lothstr. 34, Bau D, 3.OG, Raum D3.008",apa04-3rd,Alcatel-Lucent -> OAW-AP135,2019-07-30 11:51:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","HM Lothstr. 34, Bau D, 1.OG, Raum D1.009",apa03-1rd,Alcatel-Lucent -> OAW-AP325,2019-10-15 21:30:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"HM, Gebäude DFerdinand Miller Platz80335 München","D212, Hoersaal",apa02-2rd,Alcatel-Lucent -> OAW-AP135,2019-07-30 11:51:00,HM,"Ferdinand-Miller-Platz, 80335 München",office,-,"(-,-)","(48.152195450789, 11.5533475223739)","(48.152195450789, 11.5533475223739)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C322,apa09-3gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:17:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C214,apa05-2gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C220,apa07-2gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:17:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C109,apa03-1gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:17:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C315,apa06-3gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:17:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C321,apa08-3gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München","Sem.Raum C305, 3.OG, Adalbert-Trakt, LMU-Stammgel.",apa01-3gd,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C203,apa02-2gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München","Sem.Raum C005, Adalbert-Trakt, EG, LMU Stammgel.",apa01-0gd,Alcatel-Lucent -> OAW-AP325,2019-07-30 11:51:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C306,apa03-3gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C008,apa03-0gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:17:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C226,apa01-2gd,Alcatel-Lucent -> OAW-AP325,2019-10-17 12:36:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C017,apa04-0gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:17:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C103,apa01-1gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",CZ018,apa06-zgd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C310,apa05-3gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",CZ006,apa09-zgd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:17:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C215,apa06-2gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C316,apa07-3gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C124,apa08-1gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:17:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C112,apa04-1gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C106,apa02-1gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 11:51:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",CZ003,apa01-zgd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:17:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C301,apa02-3gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",CZ012,apa11-zgd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C121,apa07-1gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:01:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C115,apa05-1gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C221,apa08-2gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
"LMU, Geb. 0010, Hauptgebäude an der Adalbertstrasse (Adalberttrakt)Geschwister-Scholl-Platz 180539 München",C023,apa05-0gd,Alcatel-Lucent -> OAW-AP303h,2019-07-30 12:19:00,LMU,"Geschwister-Scholl-Platz 1, 80539 München",office,-,"(-,-)","(48.150305, 11.580054)","(48.150305, 11.580054)"
